length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,sx_F,sx_I,sx_M
0.72,545.0,185.0,1.7185,0.7925,401.0,468.0,1,0,0
0.24,185.0,0.06,0.0655,0.0295,0.0005,0.02,0,1,0
0.32,0.24,85.0,131.0,0.0615,0.0265,38.0,0,1,0
0.33,0.23,85.0,0.1695,79.0,26.0,0.0505,0,1,0
335.0,0.26,85.0,192.0,97.0,0.03,54.0,0,1,0
0.35,265.0,85.0,0.1735,0.0775,34.0,56.0,0,1,0
0.36,265.0,75.0,0.1785,0.0785,35.0,54.0,0,1,0
0.36,265.0,0.09,0.2055,96.0,37.0,0.0585,0,1,0
365.0,275.0,0.09,0.2345,108.0,51.0,0.0625,0,1,0
0.38,285.0,0.09,0.2305,0.1005,39.0,0.0775,0,1,0
0.4,0.31,115.0,314.0,0.1545,0.0595,87.0,0,1,0
0.4,315.0,0.09,0.33,151.0,68.0,0.08,0,1,0
0.4,265.0,0.1,0.2775,0.1245,0.0605,0.08,0,1,0
425.0,325.0,0.11,405.0,0.1695,92.0,0.1065,0,1,0
445.0,355.0,95.0,0.3615,0.1415,0.0785,0.12,0,1,0
455.0,435.0,0.11,0.4265,195.0,0.09,0.1205,0,1,0
0.46,0.34,0.09,384.0,0.1795,68.0,0.11,0,1,0
475.0,0.36,135.0,0.4355,196.0,0.0925,125.0,0,1,0
475.0,0.35,115.0,498.0,0.2375,99.0,0.14,0,1,0
0.48,355.0,125.0,494.0,0.2385,0.0835,0.15,0,1,0
495.0,0.37,0.12,594.0,0.28,0.11,0.1375,1,0,0
515.0,0.4,135.0,636.0,0.3055,0.1215,0.1855,0,1,0
525.0,0.39,105.0,567.0,0.2875,0.1075,0.16,0,1,0
535.0,415.0,135.0,0.78,0.3165,169.0,0.2365,0,0,1
535.0,0.41,0.13,0.6075,268.0,0.1225,0.1975,0,1,0
0.55,425.0,155.0,0.8725,412.0,187.0,0.2425,0,1,0
565.0,0.45,175.0,1.2365,0.5305,0.2455,308.0,1,0,0
0.57,0.47,155.0,1186.0,0.6355,0.2315,277.0,0,0,1
0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,0,1,0
0.57,0.42,0.16,0.8875,0.4315,0.1915,223.0,1,0,0
575.0,455.0,155.0,0.8725,349.0,0.2095,285.0,0,1,0
575.0,0.44,125.0,0.8515,0.4555,0.1715,0.1965,0,1,0
575.0,475.0,0.16,895.0,0.3605,221.0,271.0,1,0,0
575.0,0.45,155.0,886.0,0.3605,211.0,0.2575,0,0,1
0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,0,1,0
0.58,0.46,0.14,0.8295,0.3915,165.0,238.0,0,1,0
0.58,0.47,0.15,907.0,444.0,0.1855,0.2445,0,1,0
595.0,465.0,145.0,0.7955,0.3425,0.1795,0.2425,1,0,0
0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,1,0,0
0.6,475.0,155.0,1059.0,441.0,0.19,0.39,1,0,0
0.6,475.0,0.23,1157.0,522.0,0.2235,0.36,0,0,1
0.6,485.0,145.0,776.0,0.3545,0.1585,239.0,1,0,0
0.62,0.48,165.0,1043.0,0.4835,221.0,0.31,1,0,0
625.0,0.48,0.16,1.1415,0.5795,0.2145,0.29,0,0,1
625.0,475.0,0.16,1.3335,605.0,0.2875,319.0,1,0,0
625.0,485.0,0.16,1.2135,631.0,0.2235,302.0,0,0,1
0.63,465.0,0.15,1.0315,0.4265,0.24,325.0,0,1,0
635.0,495.0,0.17,1.3695,657.0,0.3055,365.0,0,0,1
0.65,515.0,185.0,1.3745,0.75,0.1805,369.0,0,0,1
0.65,515.0,0.18,1463.0,658.0,0.3135,0.4115,0,0,1
0.65,475.0,165.0,1.3875,0.58,0.3485,0.3095,1,0,0
685.0,0.53,0.17,1.56,647.0,383.0,465.0,0,0,1
715.0,0.52,0.18,1.6,708.0,0.3525,445.0,0,0,1
0.37,285.0,95.0,226.0,0.1135,0.0515,0.0675,0,1,0
455.0,0.37,0.11,514.0,0.2385,0.1235,126.0,0,1,0
0.51,375.0,0.11,0.5805,0.2865,118.0,148.0,1,0,0
515.0,0.39,0.14,678.0,341.0,0.1325,119.0,0,0,1
545.0,0.43,155.0,0.8035,409.0,144.0,228.0,0,0,1
555.0,405.0,0.12,913.0,0.4585,196.0,0.2065,1,0,0
0.59,465.0,0.17,1.0425,0.4635,0.24,0.27,1,0,0
0.6,0.46,0.18,1.14,423.0,0.2575,365.0,0,0,1
615.0,475.0,155.0,1.0735,0.4375,0.2585,0.31,0,0,1
615.0,475.0,0.19,1.4335,0.7315,305.0,0.3285,0,0,1
0.62,0.46,0.16,0.9505,0.4915,0.2,228.0,0,0,1
0.63,515.0,0.17,1385.0,0.6355,0.2955,0.38,0,0,1
0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,1,0,0
655.0,505.0,165.0,1.27,0.6035,262.0,335.0,0,0,1
665.0,0.5,175.0,1.4355,643.0,345.0,0.37,1,0,0
0.67,525.0,195.0,1.42,573.0,368.0,0.3905,1,0,0
0.69,0.53,0.19,1.5955,678.0,331.0,0.48,0,0,1
715.0,525.0,0.2,1.89,0.95,436.0,0.4305,0,0,1
0.27,205.0,0.05,84.0,0.03,0.0185,29.0,0,1,0
295.0,0.22,85.0,0.1285,0.0585,27.0,0.0365,0,1,0
0.3,225.0,75.0,0.1345,57.0,28.0,44.0,0,1,0
0.3,0.22,65.0,0.1195,52.0,0.0155,35.0,0,1,0
0.37,275.0,95.0,257.0,0.1015,55.0,0.0825,0,1,0
0.39,0.29,0.09,0.2745,135.0,0.0455,78.0,0,1,0
0.44,0.34,105.0,344.0,123.0,81.0,125.0,0,1,0
445.0,345.0,0.12,0.4035,169.0,0.0825,0.13,0,1,0
465.0,0.37,115.0,0.4075,0.1515,0.0935,0.1455,0,1,0
465.0,355.0,0.12,0.4975,0.2375,99.0,0.14,0,1,0
0.47,345.0,0.12,0.3685,0.1525,0.0615,125.0,0,1,0
475.0,335.0,0.1,0.4425,0.1895,86.0,135.0,0,1,0
485.0,365.0,125.0,426.0,163.0,0.0965,151.0,0,1,0
0.49,0.39,0.12,511.0,0.2205,103.0,0.1745,0,1,0
0.52,415.0,0.14,0.6385,0.2945,0.1405,171.0,0,1,0
0.53,425.0,0.13,781.0,0.3905,0.2005,215.0,0,1,0
0.53,0.42,0.14,0.6765,256.0,0.1855,208.0,0,1,0
0.53,0.41,125.0,769.0,346.0,173.0,215.0,0,0,1
535.0,0.45,155.0,0.8075,0.3655,148.0,0.2595,0,1,0
545.0,0.41,0.14,737.0,349.0,0.15,212.0,0,0,1
0.55,415.0,0.15,0.7915,0.3535,176.0,236.0,0,1,0
0.55,0.4,135.0,717.0,0.3315,0.1495,221.0,0,1,0
555.0,0.43,0.15,783.0,345.0,0.1755,247.0,0,1,0
575.0,0.45,145.0,872.0,0.4675,0.18,217.0,0,1,0
575.0,0.44,0.15,983.0,486.0,215.0,239.0,0,1,0
585.0,0.42,155.0,1034.0,437.0,0.2225,0.32,1,0,0
585.0,465.0,145.0,0.9855,0.4325,0.2145,0.2845,1,0,0
585.0,0.46,0.14,0.7635,326.0,153.0,265.0,0,1,0
0.59,465.0,135.0,0.9895,0.4235,199.0,0.28,0,0,1
595.0,0.47,135.0,0.9365,434.0,184.0,287.0,0,1,0
595.0,0.44,135.0,964.0,0.5005,0.1715,0.2575,1,0,0
595.0,0.46,155.0,1.0455,0.4565,0.24,0.3085,1,0,0
595.0,0.45,165.0,1081.0,0.49,0.2525,279.0,1,0,0
0.6,0.5,0.16,1122.0,0.5095,256.0,309.0,1,0,0
605.0,0.49,165.0,1.1245,492.0,222.0,0.3555,0,0,1
605.0,0.49,0.15,1.1345,0.4305,0.2525,0.35,1,0,0
0.61,0.45,0.19,1.0805,517.0,0.2495,0.2935,0,0,1
0.61,495.0,165.0,1.0835,0.4525,273.0,317.0,1,0,0
0.62,0.5,0.18,1.3915,726.0,0.2795,332.0,0,0,1
0.62,525.0,155.0,1085.0,454.0,0.1965,0.35,0,0,1
0.62,0.48,165.0,1.0855,481.0,0.2575,305.0,0,0,1
625.0,485.0,0.16,1.15,0.5255,257.0,0.3315,0,1,0
0.64,0.5,175.0,1273.0,0.5065,0.2925,405.0,0,0,1
645.0,0.51,0.19,1.4865,0.6445,296.0,425.0,0,0,1
0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,0,0,1
0.65,495.0,0.17,1276.0,0.6215,0.2305,399.0,0,0,1
0.65,0.52,195.0,1281.0,0.5985,246.0,0.3825,1,0,0
0.65,525.0,205.0,1.4275,0.69,306.0,0.4355,0,0,1
0.65,0.51,175.0,1.35,575.0,0.3155,0.3885,1,0,0
0.65,525.0,0.19,1.3685,0.5975,296.0,0.4,0,0,1
0.66,0.53,0.17,1431.0,622.0,309.0,398.0,1,0,0
0.66,0.51,0.18,1261.0,0.5,0.2335,339.0,0,0,1
665.0,0.54,195.0,1764.0,0.8505,0.3615,0.47,1,0,0
0.67,0.51,155.0,1278.0,0.5605,0.3045,358.0,1,0,0
0.67,0.54,195.0,1217.0,532.0,0.2735,0.3315,0,0,1
675.0,535.0,185.0,1.5575,0.7035,402.0,0.4,1,0,0
675.0,0.51,0.17,1527.0,809.0,318.0,341.0,0,0,1
685.0,0.55,0.19,1885.0,0.89,0.41,0.4895,0,0,1
705.0,0.55,0.21,1.4385,655.0,0.3255,462.0,0,0,1
705.0,0.53,0.17,1564.0,612.0,394.0,0.44,1,0,0
725.0,0.56,185.0,1792.0,873.0,367.0,435.0,1,0,0
235.0,0.13,75.0,0.1585,0.0685,37.0,0.0465,0,1,0
0.36,0.25,115.0,465.0,0.21,0.1055,128.0,0,1,0
0.38,0.32,115.0,0.6475,323.0,0.1325,164.0,1,0,0
0.47,355.0,0.12,0.4915,0.1765,0.1125,0.1325,0,1,0
485.0,365.0,0.15,0.9145,0.4145,199.0,273.0,1,0,0
495.0,375.0,155.0,976.0,0.45,0.2285,0.2475,0,0,1
0.5,395.0,145.0,0.7865,332.0,0.1815,0.2455,0,1,0
0.51,375.0,0.15,0.8415,0.3845,156.0,255.0,0,1,0
0.51,0.38,135.0,681.0,0.3435,142.0,0.17,0,0,1
605.0,455.0,0.16,1.1215,533.0,273.0,271.0,0,0,1
615.0,505.0,165.0,1167.0,0.4895,0.2955,345.0,0,0,1
625.0,0.48,0.18,1223.0,565.0,0.2975,0.3375,0,0,1
625.0,0.47,0.15,1124.0,556.0,0.2315,287.0,0,0,1
635.0,505.0,0.17,1.2635,512.0,322.0,355.0,1,0,0
0.65,525.0,165.0,1238.0,647.0,0.2485,0.3005,1,0,0
0.65,0.5,0.17,1.4045,694.0,318.0,0.3235,1,0,0
0.67,525.0,195.0,1.37,0.6065,0.2955,407.0,1,0,0
705.0,555.0,195.0,1.7525,0.7105,0.4215,516.0,1,0,0
275.0,205.0,65.0,101.0,41.0,21.0,34.0,0,1,0
285.0,205.0,0.07,106.0,39.0,0.0285,34.0,0,1,0
385.0,0.29,0.1,0.2575,0.1,61.0,86.0,0,1,0
0.4,315.0,0.1,0.3225,143.0,0.0735,91.0,0,1,0
475.0,355.0,135.0,0.4775,0.2145,0.09,0.1435,0,1,0
475.0,0.36,0.11,452.0,191.0,99.0,0.13,0,1,0
485.0,0.37,0.14,0.5065,0.2425,88.0,0.1465,0,1,0
0.51,395.0,105.0,0.5525,234.0,127.0,165.0,0,1,0
515.0,0.39,0.12,565.0,235.0,135.0,179.0,0,1,0
525.0,0.4,0.14,0.6055,0.2605,108.0,0.21,0,1,0
0.53,425.0,155.0,0.7905,307.0,171.0,0.2595,0,0,1
0.53,425.0,0.13,702.0,0.2975,0.1395,0.22,0,0,1
0.53,0.42,135.0,675.0,294.0,156.0,0.1825,0,0,1
0.53,395.0,115.0,475.0,0.2025,101.0,148.0,0,1,0
0.53,0.41,0.15,612.0,0.2435,0.1525,0.1895,0,1,0
535.0,0.4,145.0,705.0,0.3065,0.1365,0.22,0,1,0
535.0,0.45,135.0,728.0,0.2845,0.1845,265.0,0,1,0
555.0,0.46,0.16,0.86,0.3345,0.1935,275.0,0,0,1
0.56,0.43,145.0,898.0,0.3895,0.2325,245.0,1,0,0
575.0,0.45,145.0,795.0,364.0,0.1505,0.26,0,1,0
575.0,465.0,0.12,1.0535,516.0,0.2185,235.0,0,0,1
575.0,0.46,0.15,927.0,333.0,207.0,0.2985,1,0,0
0.58,0.45,155.0,0.8275,321.0,0.1975,0.2445,0,0,1
585.0,0.47,145.0,0.9565,0.4025,0.2365,265.0,0,0,1
0.59,0.45,125.0,0.86,437.0,0.1515,245.0,0,1,0
595.0,0.48,185.0,1.1785,526.0,0.2975,314.0,0,0,1
615.0,455.0,0.13,0.9685,0.49,182.0,0.2655,0,0,1
0.62,0.5,175.0,1107.0,0.4895,0.24,343.0,1,0,0
0.62,0.48,155.0,1.2555,527.0,374.0,0.3175,0,0,1
625.0,0.5,185.0,1.2425,0.5995,248.0,335.0,0,0,1
645.0,0.51,155.0,1129.0,0.5015,0.24,342.0,1,0,0
0.65,505.0,175.0,1.2075,0.5105,262.0,0.39,1,0,0
665.0,525.0,0.18,1.5785,678.0,229.0,456.0,1,0,0
0.67,0.52,175.0,1.4755,0.6275,379.0,374.0,0,0,1
675.0,0.54,175.0,1.5545,0.6645,278.0,512.0,0,0,1
705.0,0.56,0.17,1.4575,607.0,318.0,0.44,1,0,0
205.0,155.0,45.0,0.0495,0.0235,11.0,14.0,0,1,0
305.0,0.23,75.0,0.1455,0.0595,0.0305,0.05,0,1,0
0.32,0.23,0.06,129.0,0.0615,0.0275,0.0355,0,1,0
355.0,0.27,0.1,0.2255,0.11,42.0,64.0,0,1,0
425.0,305.0,0.11,359.0,173.0,0.0875,0.0975,0,0,1
425.0,0.31,95.0,0.3505,0.1645,71.0,0.1,0,1,0
0.45,365.0,115.0,0.5885,318.0,121.0,0.1325,1,0,0
0.52,375.0,135.0,0.5375,221.0,117.0,0.17,1,0,0
525.0,0.4,125.0,0.5655,0.2435,119.0,175.0,0,1,0
555.0,445.0,0.13,0.8625,0.4225,155.0,0.24,0,0,1
0.61,0.49,0.17,1137.0,0.4605,0.2825,344.0,1,0,0
0.35,0.26,95.0,221.0,0.0985,43.0,0.07,0,1,0
0.38,275.0,95.0,0.2425,106.0,0.0485,0.21,0,1,0
0.46,0.34,0.1,386.0,0.1805,0.0875,0.0965,0,1,0
0.57,0.45,0.14,0.9275,477.0,0.1605,0.2515,0,0,1
0.57,0.44,145.0,0.8815,0.3605,0.1955,0.2735,0,0,1
615.0,455.0,135.0,1059.0,0.4735,263.0,274.0,1,0,0
0.62,0.46,0.17,1127.0,535.0,0.2635,296.0,0,0,1
625.0,0.47,0.17,1.1665,0.4605,0.2565,0.3945,0,0,1
0.68,0.52,185.0,1541.0,0.5985,395.0,0.4575,1,0,0
0.68,0.52,175.0,1543.0,0.7525,351.0,374.0,0,0,1
0.5,385.0,0.12,0.6335,0.2305,125.0,235.0,0,0,1
0.46,365.0,115.0,0.4485,165.0,83.0,0.17,1,0,0
535.0,0.41,0.15,0.8105,345.0,187.0,0.24,0,0,1
335.0,0.26,75.0,0.22,0.0855,0.04,85.0,0,0,1
425.0,0.35,0.1,0.4425,175.0,0.0755,175.0,1,0,0
0.41,325.0,0.1,0.3555,146.0,72.0,105.0,0,0,1
335.0,0.25,95.0,185.0,0.0795,0.0495,55.0,0,1,0
0.52,425.0,125.0,0.79,372.0,205.0,0.19,0,0,1
0.53,0.41,145.0,0.8255,375.0,204.0,245.0,1,0,0
0.5,0.42,125.0,0.62,255.0,0.15,205.0,0,0,1
615.0,475.0,145.0,0.9525,0.3915,195.0,0.32,1,0,0
575.0,0.45,0.16,955.0,0.44,0.1685,0.27,0,0,1
455.0,0.35,105.0,416.0,0.1625,97.0,145.0,0,0,1
0.37,275.0,85.0,0.2045,96.0,56.0,0.08,0,1,0
445.0,0.37,125.0,515.0,0.2495,87.0,159.0,0,0,1
675.0,535.0,0.22,1604.0,0.6175,0.4255,453.0,1,0,0
375.0,295.0,0.11,0.3005,0.1255,0.0575,0.1035,1,0,0
0.56,0.44,0.13,0.8255,0.2425,202.0,285.0,0,0,1
0.55,0.41,0.15,785.0,282.0,186.0,275.0,0,0,1
0.57,465.0,155.0,0.9685,446.0,261.0,255.0,1,0,0
335.0,255.0,85.0,0.1785,71.0,0.0405,55.0,0,1,0
565.0,0.45,165.0,0.9765,322.0,244.0,0.37,1,0,0
655.0,0.5,0.18,1.4155,508.0,314.0,445.0,1,0,0
525.0,395.0,165.0,782.0,285.0,0.1405,285.0,0,0,1
525.0,0.43,165.0,717.0,289.0,0.1745,195.0,1,0,0
0.5,0.39,0.13,0.6355,0.2505,0.1635,195.0,1,0,0
0.44,0.34,135.0,0.3975,0.1505,0.0945,135.0,1,0,0
0.45,0.36,0.11,447.0,203.0,82.0,0.13,1,0,0
515.0,0.4,115.0,578.0,191.0,0.1445,0.17,1,0,0
545.0,0.45,0.16,0.8615,0.2925,0.1545,365.0,0,0,1
0.45,355.0,115.0,478.0,0.18,0.1185,155.0,0,0,1
565.0,455.0,0.13,1058.0,439.0,0.2645,0.3,1,0,0
0.67,545.0,0.16,1.5415,0.5985,0.2565,495.0,1,0,0
0.29,225.0,75.0,152.0,71.0,59.0,45.0,0,1,0
0.41,0.33,105.0,335.0,0.1525,74.0,0.11,0,1,0
0.46,375.0,0.12,0.4915,0.2205,88.0,0.17,1,0,0
0.56,0.44,155.0,0.9705,0.4315,263.0,255.0,1,0,0
0.62,0.5,0.2,1221.0,0.4605,263.0,0.43,0,0,1
515.0,0.4,0.14,0.7365,0.2955,184.0,185.0,0,0,1
0.56,0.46,0.18,0.97,342.0,196.0,355.0,1,0,0
0.5,0.4,0.15,0.8085,273.0,112.0,295.0,1,0,0
435.0,355.0,125.0,0.4075,0.1535,74.0,165.0,0,1,0
0.76,575.0,0.19,1829.0,0.7035,386.0,0.56,0,0,1
615.0,0.5,165.0,1.1765,488.0,244.0,345.0,1,0,0
565.0,0.46,0.15,0.8765,0.3455,0.1925,275.0,1,0,0
0.14,105.0,35.0,0.0145,5.0,0.0035,5.0,0,1,0
445.0,345.0,0.14,476.0,0.2055,0.1015,0.1085,0,0,1
525.0,0.43,125.0,813.0,0.3315,166.0,0.1775,1,0,0
0.16,0.12,0.02,18.0,0.0075,0.0045,5.0,0,1,0
575.0,0.47,165.0,853.0,292.0,179.0,0.35,0,0,1
245.0,0.18,65.0,0.0635,0.0245,0.0135,0.02,0,0,1
0.48,0.39,0.15,0.6275,276.0,134.0,185.0,0,1,0
455.0,365.0,135.0,441.0,0.1515,0.1165,145.0,0,1,0
455.0,375.0,125.0,458.0,0.1985,111.0,0.12,1,0,0
455.0,355.0,135.0,0.4745,0.1865,0.0935,168.0,0,0,1
355.0,0.27,0.1,216.0,83.0,37.0,75.0,0,1,0
0.54,0.4,145.0,757.0,315.0,181.0,215.0,0,1,0
0.56,445.0,165.0,1.0285,0.4535,253.0,275.0,0,1,0
0.52,0.41,0.16,712.0,0.2845,153.0,225.0,1,0,0
615.0,0.46,0.19,1066.0,0.4335,226.0,0.33,0,1,0
645.0,0.49,0.19,1.3065,479.0,0.3565,345.0,1,0,0
295.0,0.23,85.0,125.0,42.0,0.0285,43.0,0,0,1
375.0,0.28,95.0,0.2225,0.0875,43.0,0.08,0,0,1
525.0,0.4,0.14,0.6955,0.2405,0.16,253.0,0,1,0
0.5,0.4,165.0,0.7105,0.27,0.1455,225.0,1,0,0
0.47,0.35,115.0,487.0,0.1955,127.0,155.0,1,0,0
0.58,0.42,0.16,728.0,0.2725,0.19,0.19,0,1,0
725.0,0.55,0.22,2.0495,0.7735,0.4405,655.0,0,1,0
0.65,515.0,215.0,1498.0,564.0,323.0,425.0,1,0,0
0.67,535.0,185.0,1597.0,0.6275,0.35,0.47,1,0,0
0.55,0.44,165.0,0.8605,312.0,169.0,0.3,0,1,0
235.0,0.18,0.06,58.0,22.0,0.0145,18.0,0,1,0
0.52,0.41,115.0,0.77,263.0,157.0,0.26,0,0,1
475.0,0.4,115.0,541.0,186.0,0.1025,0.21,1,0,0
0.53,425.0,0.11,739.0,237.0,161.0,295.0,0,0,1
0.35,275.0,65.0,205.0,0.0745,0.0465,0.07,1,0,0
555.0,0.42,145.0,0.8695,0.3075,0.2575,0.25,0,0,1
505.0,0.39,105.0,0.6555,0.2595,0.18,0.19,0,0,1
0.54,0.44,0.16,1.0905,391.0,0.2295,355.0,1,0,0
0.55,0.45,175.0,1.0985,0.3765,215.0,0.4,0,0,1
235.0,175.0,65.0,0.0615,0.0205,0.02,19.0,0,1,0
525.0,0.41,165.0,0.8005,0.2635,0.1985,0.25,0,0,1
475.0,365.0,0.14,0.6175,202.0,0.1445,0.19,0,0,1
0.53,0.4,165.0,772.0,0.2855,0.1975,0.23,1,0,0
525.0,415.0,0.15,0.7155,0.2355,171.0,0.27,1,0,0
0.53,425.0,0.13,717.0,0.2115,166.0,255.0,1,0,0
315.0,235.0,0.08,0.18,0.08,45.0,47.0,0,1,0
465.0,355.0,0.12,0.5805,255.0,0.0915,184.0,0,1,0
485.0,385.0,105.0,556.0,296.0,104.0,133.0,0,0,1
0.49,385.0,0.12,591.0,271.0,0.1125,0.1775,0,1,0
515.0,395.0,0.14,686.0,281.0,0.1255,0.22,1,0,0
555.0,0.44,155.0,1016.0,0.4935,0.1855,263.0,1,0,0
0.61,0.5,0.18,1438.0,0.5185,0.3735,0.3345,1,0,0
0.68,0.55,0.19,1807.0,0.8225,0.3655,515.0,1,0,0
0.72,575.0,195.0,2.1505,1.0745,382.0,585.0,1,0,0
0.27,205.0,75.0,118.0,59.0,31.0,0.0305,0,1,0
295.0,0.22,65.0,0.1295,52.0,28.0,35.0,0,1,0
315.0,0.23,0.07,164.0,0.0625,0.04,45.0,0,1,0
0.38,0.3,0.09,277.0,0.1655,0.0625,82.0,0,1,0
385.0,285.0,0.09,248.0,0.0935,66.0,0.07,0,1,0
0.4,295.0,95.0,252.0,0.1105,0.0575,66.0,0,1,0
415.0,315.0,0.12,0.4015,199.0,87.0,97.0,0,0,1
415.0,0.33,0.1,0.3905,0.1925,0.0755,0.1025,0,1,0
0.44,0.33,135.0,0.4095,163.0,0.1005,119.0,0,1,0
0.45,0.35,135.0,494.0,0.2205,0.0945,0.1405,0,1,0
475.0,0.35,0.12,0.4905,0.2035,0.13,135.0,0,1,0
485.0,0.39,0.12,599.0,251.0,0.1345,169.0,0,0,1
525.0,0.41,115.0,0.7745,416.0,163.0,0.18,1,0,0
565.0,455.0,0.15,0.9795,444.0,205.0,275.0,0,0,1
585.0,0.45,125.0,874.0,0.3545,0.2075,225.0,1,0,0
0.6,465.0,155.0,1262.0,0.6245,0.2455,0.33,0,0,1
0.63,0.48,185.0,1.21,0.53,0.2555,322.0,0,0,1
655.0,545.0,185.0,1759.0,0.6865,313.0,547.0,1,0,0
0.67,0.52,195.0,1.8065,758.0,0.3735,0.5055,1,0,0
0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,0,0,1
0.72,0.6,235.0,2.2385,984.0,411.0,621.0,0,0,1
185.0,135.0,45.0,32.0,11.0,0.0065,0.01,0,1,0
245.0,175.0,55.0,0.0785,0.04,18.0,0.02,0,1,0
315.0,0.23,0.0,134.0,0.0575,0.0285,0.3505,0,1,0
415.0,0.31,95.0,0.34,181.0,57.0,83.0,0,1,0
455.0,0.35,135.0,0.5365,0.2855,0.0855,0.1325,0,1,0
0.48,0.35,105.0,635.0,352.0,127.0,135.0,0,1,0
485.0,375.0,125.0,562.0,0.2505,0.1345,0.1525,0,1,0
0.51,0.39,125.0,597.0,293.0,0.1265,0.1555,0,1,0
555.0,0.43,0.14,0.7545,0.3525,0.1835,0.2015,1,0,0
585.0,465.0,0.15,0.98,0.4315,0.2545,247.0,0,0,1
585.0,0.46,0.15,1.0035,503.0,0.2105,0.2515,1,0,0
585.0,455.0,155.0,1133.0,0.5515,223.0,305.0,0,0,1
0.61,0.49,0.16,1146.0,597.0,246.0,265.0,0,0,1
0.61,475.0,0.15,1142.0,0.62,237.0,245.0,0,0,1
615.0,0.53,0.17,1.12,0.5775,0.2095,286.0,0,0,1
0.62,465.0,0.14,1011.0,479.0,0.2385,255.0,1,0,0
625.0,505.0,175.0,1131.0,0.5425,0.2265,323.0,0,0,1
625.0,0.48,175.0,1065.0,0.4865,259.0,285.0,0,0,1
635.0,0.48,145.0,1181.0,665.0,229.0,225.0,0,0,1
0.64,525.0,175.0,1382.0,646.0,0.3115,0.37,1,0,0
0.66,485.0,155.0,1.2275,0.61,274.0,0.3,0,0,1
0.66,515.0,155.0,1.4415,0.7055,0.3555,335.0,0,0,1
0.68,0.55,175.0,1473.0,713.0,282.0,0.4295,1,0,0
0.69,0.58,195.0,1658.0,708.0,0.3615,0.4715,1,0,0
0.72,545.0,195.0,1.7475,0.8215,383.0,0.4705,0,0,1
275.0,0.2,0.07,96.0,37.0,0.0225,0.03,0,1,0
0.33,0.26,85.0,0.1965,0.0915,0.0425,55.0,0,1,0
365.0,0.28,0.09,196.0,0.0865,36.0,0.0605,0,1,0
0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,0,1,0
435.0,335.0,0.11,334.0,0.1355,0.0775,0.0965,0,1,0
435.0,325.0,0.1,366.0,174.0,0.0725,109.0,0,1,0
0.44,325.0,0.11,0.4965,258.0,0.1195,0.1075,0,1,0
495.0,385.0,125.0,0.5125,0.2075,0.1155,172.0,0,1,0
0.51,405.0,125.0,0.6925,327.0,155.0,0.1805,0,0,1
0.54,0.42,0.14,0.74,0.3595,159.0,0.1985,0,1,0
0.54,415.0,155.0,702.0,322.0,167.0,0.19,0,1,0
0.55,445.0,125.0,672.0,288.0,0.1365,0.21,0,1,0
575.0,0.45,0.12,0.9585,447.0,169.0,275.0,1,0,0
575.0,0.45,0.15,858.0,449.0,166.0,215.0,0,1,0
575.0,0.46,165.0,0.9575,0.4815,0.1945,236.0,1,0,0
0.58,425.0,155.0,873.0,0.3615,249.0,239.0,1,0,0
0.59,0.45,0.16,998.0,445.0,214.0,301.0,0,0,1
0.6,0.46,155.0,0.6655,285.0,149.0,269.0,0,0,1
0.62,485.0,145.0,1003.0,0.4655,0.2195,0.28,0,0,1
625.0,495.0,0.16,1234.0,0.6335,192.0,0.35,1,0,0
625.0,495.0,155.0,1025.0,0.46,0.1945,0.34,0,0,1
625.0,495.0,175.0,1.2935,0.5805,317.0,355.0,0,0,1
625.0,0.5,175.0,1.0565,0.4615,258.0,305.0,0,0,1
625.0,485.0,165.0,1.2255,0.5075,296.0,0.36,1,0,0
645.0,0.51,165.0,1403.0,0.5755,0.2515,0.4545,0,0,1
0.69,535.0,185.0,1826.0,797.0,409.0,499.0,1,0,0
695.0,0.56,185.0,1.7715,0.8195,331.0,437.0,1,0,0
515.0,0.39,0.12,0.6125,302.0,0.1365,0.1415,0,0,1
0.62,465.0,145.0,911.0,375.0,0.2145,278.0,0,0,1
0.63,0.49,0.15,1.1955,0.5845,257.0,0.3,0,0,1
0.63,515.0,0.16,1336.0,553.0,0.3205,0.35,1,0,0
0.64,0.49,0.18,1.36,653.0,347.0,305.0,1,0,0
0.37,275.0,0.08,0.2325,93.0,56.0,72.0,0,1,0
0.4,0.3,115.0,318.0,0.1335,0.0725,0.0935,0,1,0
0.41,305.0,0.1,0.2645,0.1,0.0655,85.0,0,1,0
0.5,0.36,0.12,439.0,0.1875,0.1055,0.1305,0,1,0
515.0,395.0,125.0,0.5805,0.2365,0.1075,0.19,0,1,0
0.52,0.4,0.14,622.0,278.0,0.1455,169.0,0,1,0
545.0,0.45,0.15,0.7805,0.3795,0.1625,216.0,0,0,1
545.0,0.43,0.14,772.0,289.0,0.19,0.2615,0,1,0
